puzzleid,date_posted,title,author,difficulty,players_solved,mean_sol_len,mode_sol_len,min_sol_len,likes,dislikes,datetime_posted,year,month,day,yearindays,monthindays,day_posted
9794,9/29/2017 2:34:28 PM,very easy,rusbel123,1.18,260,4.3230769231,4,4,49,9,2017-09-29 14:34:28,9,9,29,3287,243,3559
9793,9/29/2017 1:15:31 PM,USA USA USA,alexxavio,1.38,70,19.5714285714,11,9,6,7,2017-09-29 13:15:31,9,9,29,3287,243,3559
9792,9/29/2017 9:57:05 AM,T-time,jcast26,1.56,42,8.5,9,7,6,2,2017-09-29 09:57:05,9,9,29,3287,243,3559
9791,9/28/2017 10:18:50 PM,criss cross,swagowag,1.8,34,7.1470588235,6,6,5,1,2017-09-28 22:18:50,9,9,28,3287,243,3558
9790,9/28/2017 9:11:08 PM,Swirly Dirly,TateRiehm,1.26,125,5.528,5,5,20,9,2017-09-28 21:11:08,9,9,28,3287,243,3558
9789,9/28/2017 2:23:44 PM,1 star,hammy,1.33,161,5.8198757764,4,4,25,7,2017-09-28 14:23:44,9,9,28,3287,243,3558
9788,9/28/2017 1:55:11 AM,Linked Rectangles,drmazhar,2.5,20,9,9,9,8,0,2017-09-28 01:55:11,9,9,28,3287,243,3558
9787,9/27/2017 4:23:33 PM,V.M.,VictorM,1.27,194,4,4,4,29,10,2017-09-27 16:23:33,9,9,27,3287,243,3557
9786,9/27/2017 4:10:35 PM,Green Tree,landrimassey15,1.82,50,10.64,11,10,6,0,2017-09-27 16:10:35,9,9,27,3287,243,3557
9785,9/27/2017 3:06:08 PM,Coles Puzzle,ColePeck,1.58,45,7.8888888889,6,6,6,1,2017-09-27 15:06:08,9,9,27,3287,243,3557
9784,9/27/2017 3:04:18 PM,wack,edgarenriquez,1.35,160,4.26875,4,4,22,9,2017-09-27 15:04:18,9,9,27,3287,243,3557
9783,9/27/2017 2:58:54 PM,ez puzzle,hannahsimon7,1.26,145,8.075862069,8,8,15,15,2017-09-27 14:58:54,9,9,27,3287,243,3557
9782,9/27/2017 2:54:44 PM,Colors,483119,2.4,44,10.8636363636,11,8,7,1,2017-09-27 14:54:44,9,9,27,3287,243,3557
9781,9/27/2017 1:26:07 PM,Turn it Around,hannahruthart,1.32,103,5.8058252427,7,4,15,6,2017-09-27 13:26:07,9,9,27,3287,243,3557
9780,9/27/2017 10:55:12 AM,Ziggy,paigehalbert,1.67,40,6.325,7,5,8,1,2017-09-27 10:55:12,9,9,27,3287,243,3557
9779,9/27/2017 9:23:38 AM,LIT,Hismael_V123,1.26,128,5,5,5,19,6,2017-09-27 09:23:38,9,9,27,3287,243,3557
9778,9/26/2017 4:08:42 PM,overly_complicated,juangomez440,1.26,110,4.1272727273,4,4,26,7,2017-09-26 16:08:42,9,9,26,3287,243,3556
9777,9/26/2017 4:05:14 PM,Circulation,znunn345,1.48,126,10.8015873016,7,5,20,2,2017-09-26 16:05:14,9,9,26,3287,243,3556
9776,9/26/2017 4:02:25 PM,Life is good,puttheed,1.35,117,10.6153846154,13,6,17,3,2017-09-26 16:02:25,9,9,26,3287,243,3556
9775,9/26/2017 3:18:45 PM,Back then Repeat pt2,ktchristian,1.55,45,10.1333333333,7,6,5,1,2017-09-26 15:18:45,9,9,26,3287,243,3556
9774,9/26/2017 2:35:35 PM,3 stars,abby3122,1.47,74,8.7297297297,8,7,10,2,2017-09-26 14:35:35,9,9,26,3287,243,3556
9773,9/26/2017 1:38:41 PM,B-BALL,Hinkle11,1.6,34,16.5,14,13,4,3,2017-09-26 13:38:41,9,9,26,3287,243,3556
9772,9/26/2017 12:25:15 PM,forewards?,jjwgall,1.5,56,6,6,6,9,2,2017-09-26 12:25:15,9,9,26,3287,243,3556
9771,9/26/2017 12:11:36 PM,Left and Right,abbysaker,1.92,35,4.2285714286,4,4,7,2,2017-09-26 12:11:36,9,9,26,3287,243,3556
9770,9/26/2017 10:52:12 AM,Turn on Red,Tyu1,1.89,25,5.32,4,4,4,2,2017-09-26 10:52:12,9,9,26,3287,243,3556
9769,9/26/2017 10:39:59 AM,Brandons puzzle,brandon2001h,1.8,34,20.3235294118,16,16,5,5,2017-09-26 10:39:59,9,9,26,3287,243,3556
9768,9/26/2017 10:39:55 AM,Brandons puzzle,brandon2001h,1.6,42,19.8333333333,16,16,5,4,2017-09-26 10:39:55,9,9,26,3287,243,3556
9767,9/26/2017 10:39:37 AM,noob lvl puzle,FSGXGCOW,1.78,37,5.4054054054,5,5,5,2,2017-09-26 10:39:37,9,9,26,3287,243,3556
9766,9/26/2017 10:38:58 AM,tates puzzle,haroldchris,1.19,172,4.1104651163,4,4,29,9,2017-09-26 10:38:58,9,9,26,3287,243,3556
9765,9/26/2017 2:31:43 AM,Conditional Loopdr,drmazhar,3.29,12,30.75,32,26,4,0,2017-09-26 02:31:43,9,9,26,3287,243,3556
9764,9/26/2017 1:40:24 AM,Fine Tune,axorion,3.36,20,25.25,26,18,8,0,2017-09-26 01:40:24,9,9,26,3287,243,3556
9763,9/25/2017 4:30:58 PM,Open Bob,WilliamW,2,17,29.7647058824,30,21,4,3,2017-09-25 16:30:58,9,9,25,3287,243,3555
9762,9/25/2017 3:51:40 PM,the HighWay,483119,1.86,26,16.5769230769,0,12,5,1,2017-09-25 15:51:40,9,9,25,3287,243,3555
9761,9/25/2017 3:40:32 PM,y y y,485536,1.67,61,9.5409836066,8,6,8,3,2017-09-25 15:40:32,9,9,25,3287,243,3555
9760,9/25/2017 12:03:21 PM,Choose your turn,scorpio,2.91,13,13.3846153846,14,12,9,0,2017-09-25 12:03:21,9,9,25,3287,243,3555
9759,9/24/2017 1:13:01 PM,I'm fixing a hole,kraker,3,6,15.3333333333,15,15,2,0,2017-09-24 13:13:01,9,9,24,3287,243,3554
9758,9/24/2017 1:32:49 AM,Diagon Alley,axorion,3,3,16.3333333333,16,16,1,0,2017-09-24 01:32:49,9,9,24,3287,243,3554
9757,9/23/2017 12:45:50 AM,Copy the Paste (Version 2),drmazhar,2.38,16,16,15,14,3,0,2017-09-23 00:45:50,9,9,23,3287,243,3553
9756,9/23/2017 12:15:08 AM,Copy then Paste.,drmazhar,1.89,23,7,7,7,2,0,2017-09-23 00:15:08,9,9,23,3287,243,3553
9755,9/22/2017 4:35:29 PM,GOD ROBOZZLERS ONLY ( NOOBS KEEP OUT!!!!!!),WilliamW,1.45,57,4.9649122807,4,4,9,9,2017-09-22 16:35:29,9,9,22,3287,243,3552
9754,9/22/2017 2:53:27 PM,Area of Square II,scorpio,4,3,14,0,13,1,0,2017-09-22 14:53:27,9,9,22,3287,243,3552
9753,9/22/2017 1:37:05 PM,Swirly,savannahmckean,1.28,87,5.3333333333,5,5,11,8,2017-09-22 13:37:05,9,9,22,3287,243,3552
9752,9/22/2017 7:50:47 AM,Stacks of identical files.,drmazhar,2.4,13,20.9230769231,0,15,2,0,2017-09-22 07:50:47,9,9,22,3287,243,3552
9751,9/22/2017 4:01:50 AM,Why Would You Do That?,23s4610,1.58,79,8,8,7,16,3,2017-09-22 04:01:50,9,9,22,3287,243,3552
9750,9/22/2017 2:24:14 AM,Beez?!?,YungSandwich,1.78,26,15.0769230769,7,7,2,2,2017-09-22 02:24:14,9,9,22,3287,243,3552
9744,9/20/2017 3:29:23 PM,Computer Science!!!!!,yashdalal,1.69,180,8.0722222222,8,8,26,1,2017-09-20 15:29:23,9,9,20,3287,243,3550
9743,9/20/2017 10:46:52 AM,Correct Coordinates,axorion,3,5,13,13,13,2,0,2017-09-20 10:46:52,9,9,20,3287,243,3550
9742,9/20/2017 3:12:14 AM,Right Location (Version 20,drmazhar,3,7,17,20,12,3,0,2017-09-20 03:12:14,9,9,20,3287,243,3550
9741,9/20/2017 2:58:33 AM,Right Location,drmazhar,2.67,13,17.0769230769,16,13,4,0,2017-09-20 02:58:33,9,9,20,3287,243,3550
9740,9/19/2017 1:22:55 AM,p fun design,alishajones3,1.78,33,8.0303030303,5,5,5,1,2017-09-19 01:22:55,9,9,19,3287,243,3549
9739,9/18/2017 8:16:57 PM,Wiggly worm,npbd,2.13,14,24.5714285714,26,16,3,3,2017-09-18 20:16:57,9,9,18,3287,243,3548
9738,9/18/2017 5:22:09 PM,Helter Skelter II,drmazhar,2.29,10,16.3,14,14,1,2,2017-09-18 17:22:09,9,9,18,3287,243,3548
9737,9/18/2017 2:46:22 PM,Robozzzzle,s4236710,1.26,116,6.6379310345,5,5,16,9,2017-09-18 14:46:22,9,9,18,3287,243,3548
9736,9/18/2017 1:13:53 PM,Matryoshka 2 II,drmazhar,2.43,13,14,14,14,4,1,2017-09-18 13:13:53,9,9,18,3287,243,3548
9735,9/18/2017 12:17:20 PM,Found my way downstairs,kraker,3,5,10,10,10,2,0,2017-09-18 12:17:20,9,9,18,3287,243,3548
9734,9/18/2017 10:01:52 AM,Helter Skelter,kraker,2.33,4,12,12,12,1,0,2017-09-18 10:01:52,9,9,18,3287,243,3548
9733,9/18/2017 7:11:25 AM,Matryoshka 2,axorion,3,8,11,11,11,4,0,2017-09-18 07:11:25,9,9,18,3287,243,3548
9732,9/18/2017 6:34:33 AM,Matryoshka,axorion,3.36,17,16,16,16,7,0,2017-09-18 06:34:33,9,9,18,3287,243,3548
9731,9/18/2017 1:54:01 AM,Nested Memories,drmazhar,3.33,10,25.9,27,21,4,0,2017-09-18 01:54:01,9,9,18,3287,243,3548
9730,9/17/2017 2:47:05 PM,boord,s306765,1.82,24,8.4166666667,8,8,7,2,2017-09-17 14:47:05,9,9,17,3287,243,3547
9729,9/17/2017 2:13:28 PM,Most Symmetry,edsaw,4,2,17,17,17,1,0,2017-09-17 14:13:28,9,9,17,3287,243,3547
9728,9/17/2017 12:35:09 PM,The Target (Version 2),drmazhar,1.82,42,5,5,5,6,1,2017-09-17 12:35:09,9,9,17,3287,243,3547
9727,9/17/2017 12:32:13 PM,The Target,drmazhar,1.67,34,4.6470588235,5,4,5,3,2017-09-17 12:32:13,9,9,17,3287,243,3547
9726,9/17/2017 3:59:14 AM,Boxing Ring,axorion,3,3,15,15,15,0,0,2017-09-17 03:59:14,9,9,17,3287,243,3547
9725,9/16/2017 8:22:55 PM,More Symmetry,axorion,3,6,23.5,26,18,1,0,2017-09-16 20:22:55,9,9,16,3287,243,3546
9724,9/16/2017 8:24:02 AM,Mere Symmetry,axorion,2.5,11,19.4545454545,26,12,2,0,2017-09-16 08:24:02,9,9,16,3287,243,3546
9723,9/16/2017 7:53:15 AM,Roller Coaster II,drmazhar,3,4,13.25,13,12,0,0,2017-09-16 07:53:15,9,9,16,3287,243,3546
9722,9/15/2017 1:09:38 PM,Roller Coaster,18111398,2.67,14,8.4285714286,7,7,3,0,2017-09-15 13:09:38,9,9,15,3287,243,3545
9721,9/15/2017 1:04:57 PM,puzzle 1,walt_gober,1.44,54,6.5185185185,6,6,9,1,2017-09-15 13:04:57,9,9,15,3287,243,3545
9720,9/14/2017 11:11:02 AM,color cunundrum,haedan563,1.44,67,5.6268656716,5,5,9,4,2017-09-14 11:11:02,9,9,14,3287,243,3544
9719,9/14/2017 7:34:29 AM,Up A Notch,axorion,3.5,10,10,10,10,5,0,2017-09-14 07:34:29,9,9,14,3287,243,3544
9718,9/13/2017 8:18:30 PM,reginald,s5131398,1.58,43,13.9069767442,11,8,9,1,2017-09-13 20:18:30,9,9,13,3287,243,3543
9717,9/13/2017 4:33:04 PM,Third Attempt,isaacmaya,1.47,57,9.298245614,9,7,9,1,2017-09-13 16:33:04,9,9,13,3287,243,3543
9716,9/13/2017 2:24:19 PM,Jaws by NoHaC,NoHaCs,1.5,41,12.8780487805,10,7,5,4,2017-09-13 14:24:19,9,9,13,3287,243,3543
9715,9/13/2017 12:17:12 PM,"Oh no, this is the road to hell",scorpio,3,2,14.5,0,14,0,0,2017-09-13 12:17:12,9,9,13,3287,243,3543
9714,9/13/2017 10:10:50 AM,Ear Tag,axorion,3.4,9,11.7777777778,12,11,4,0,2017-09-13 10:10:50,9,9,13,3287,243,3543
9713,9/13/2017 6:54:00 AM,Enjoy Egyption's Pyramids (version:2),drmazhar,2.11,17,15.8823529412,16,15,5,0,2017-09-13 06:54:00,9,9,13,3287,243,3543
9712,9/13/2017 6:24:16 AM,Pure Symmteric (Version 3),drmazhar,2.43,13,11,11,11,5,0,2017-09-13 06:24:16,9,9,13,3287,243,3543
9711,9/13/2017 6:06:25 AM,Pure Symmteric (Version 2),drmazhar,3.2,10,17.6,0,15,3,0,2017-09-13 06:06:25,9,9,13,3287,243,3543
9710,9/12/2017 11:34:57 PM,Special Agent A,arielseaulater,1.3,79,4.3797468354,4,4,11,6,2017-09-12 23:34:57,9,9,12,3287,243,3542
9709,9/12/2017 3:38:46 PM,Ob-la-di Ob-la-da,kraker,3,6,14.1666666667,15,12,1,0,2017-09-12 15:38:46,9,9,12,3287,243,3542
9708,9/12/2017 2:48:35 PM,I Dare You to Step Across This Line!,leokaiser,2.6,9,20.5555555556,20,12,2,0,2017-09-12 14:48:35,9,9,12,3287,243,3542
9707,9/12/2017 2:38:43 PM,lol,s311908,2.08,32,6.375,6,5,4,6,2017-09-12 14:38:43,9,9,12,3287,243,3542
9706,9/12/2017 1:09:16 PM,FUNNNNNNN,arielseaulater,1.71,46,6.0652173913,5,5,6,6,2017-09-12 13:09:16,9,9,12,3287,243,3542
9705,9/12/2017 6:57:32 AM,Pure Symmteric,drmazhar,2.38,14,7,7,7,6,1,2017-09-12 06:57:32,9,9,12,3287,243,3542
9704,9/11/2017 2:44:31 PM,The Fire,NoHaCs,1.75,29,7.4827586207,6,6,3,2,2017-09-11 14:44:31,9,9,11,3287,243,3541
9703,9/11/2017 2:32:24 PM,kaylea's puzzle,kayleahudson,1.86,62,8,9,6,10,1,2017-09-11 14:32:24,9,9,11,3287,243,3541
9702,9/11/2017 1:03:27 PM,Simpler than it seems,valkyrie12310,1.79,41,5.2926829268,5,5,5,6,2017-09-11 13:03:27,9,9,11,3287,243,3541
9701,9/11/2017 12:31:07 PM,Ü,spacejam,1.47,54,4,4,4,11,2,2017-09-11 12:31:07,9,9,11,3287,243,3541
9700,9/11/2017 9:55:34 AM,Pepe,Zac99,1.36,58,13.0517241379,12,7,4,5,2017-09-11 09:55:34,9,9,11,3287,243,3541
9699,9/11/2017 1:08:51 AM,Backup & Restore 0.1,scorpio,3,8,7.125,7,7,1,0,2017-09-11 01:08:51,9,9,11,3287,243,3541
9698,9/10/2017 1:59:47 PM,Backup & Restore (Version 7),drmazhar,3,9,20,0,19,3,1,2017-09-10 13:59:47,9,9,10,3287,243,3540
9697,9/10/2017 1:38:07 PM,Backup & Restore (Version 6),drmazhar,2.5,15,12,12,12,4,0,2017-09-10 13:38:07,9,9,10,3287,243,3540
9696,9/10/2017 12:52:15 PM,Blue Bridges,drmazhar,2,17,9.3529411765,8,8,3,1,2017-09-10 12:52:15,9,9,10,3287,243,3540
9695,9/9/2017 11:35:55 PM,Checkers Mainaaaaaaaaaaaa,ubuntu,1.3,122,24.8852459016,40,14,11,12,2017-09-09 23:35:55,9,9,9,3287,243,3539
9694,9/9/2017 10:22:34 AM,Follow the signs,goetz,2.4,9,10,10,10,3,0,2017-09-09 10:22:34,9,9,9,3287,243,3539
9693,9/8/2017 5:28:01 PM,Greetings,jcamerynn,1.67,40,11.825,12,6,3,1,2017-09-08 17:28:01,9,9,8,3287,243,3538
9692,9/8/2017 5:14:33 PM,The long and winding road,kraker,3.33,4,12,12,12,1,0,2017-09-08 17:14:33,9,9,8,3287,243,3538
9691,9/8/2017 3:30:46 PM,Switch-Hitter,wesaddington,1.73,42,17.2142857143,15,12,7,4,2017-09-08 15:30:46,9,9,8,3287,243,3538
9690,9/8/2017 12:54:24 PM,win,jordhyg,1.45,61,4,4,4,5,10,2017-09-08 12:54:24,9,9,8,3287,243,3538
9689,9/8/2017 11:50:36 AM,the button,cara1,1.55,52,13.0961538462,11,11,4,4,2017-09-08 11:50:36,9,9,8,3287,243,3538
9688,9/8/2017 11:36:48 AM,Parity Strip,goetz,3,4,23.25,24,22,1,0,2017-09-08 11:36:48,9,9,8,3287,243,3538
9687,9/8/2017 10:40:58 AM,Stair steper,Cara1,1.26,136,5.1397058824,5,5,22,9,2017-09-08 10:40:58,9,9,8,3287,243,3538
9686,9/7/2017 10:15:27 PM,its your loss,fgtomlin,1.34,136,5,5,5,19,7,2017-09-07 22:15:27,9,9,7,3287,243,3537
9685,9/7/2017 8:46:44 PM,ABCDEFG,lienhan677,1.57,61,7.9508196721,0,6,10,3,2017-09-07 20:46:44,9,9,7,3287,243,3537
9684,9/7/2017 8:04:54 PM,First puzzle,arnoulm,1.82,26,5.3076923077,5,5,7,2,2017-09-07 20:04:54,9,9,7,3287,243,3537
9683,9/7/2017 6:35:07 PM,Get back jojo,kraker,3.67,7,8,8,8,2,0,2017-09-07 18:35:07,9,9,7,3287,243,3537
9682,9/7/2017 2:41:57 PM,something,Reaper715,1.69,43,9.8604651163,10,8,6,8,2017-09-07 14:41:57,9,9,7,3287,243,3537
9681,9/7/2017 9:40:20 AM,A square,s3034835,1.45,108,12.6759259259,12,4,14,3,2017-09-07 09:40:20,9,9,7,3287,243,3537
9680,9/6/2017 7:57:36 PM,Ladder,Shaines,1.5,80,13.275,14,8,12,1,2017-09-06 19:57:36,9,9,6,3287,243,3536
9679,9/6/2017 3:29:10 PM,puzzle 1,zachshort,1.6,45,11.6222222222,12,10,9,1,2017-09-06 15:29:10,9,9,6,3287,243,3536
9678,9/6/2017 2:48:31 PM,the flex'n blue man,bananaman15,1.29,76,26.1710526316,22,14,10,3,2017-09-06 14:48:31,9,9,6,3287,243,3536
9677,9/6/2017 1:40:29 PM,I,ismaelsalinas,1.6,66,14.5606060606,5,5,8,4,2017-09-06 13:40:29,9,9,6,3287,243,3536
9676,9/6/2017 1:17:25 PM,Red Light,dh915,1.64,78,12.6025641026,15,9,10,0,2017-09-06 13:17:25,9,9,6,3287,243,3536
9675,9/6/2017 11:07:56 AM,Lama Lama,TripleScreens,1.5,56,10.8035714286,11,6,5,7,2017-09-06 11:07:56,9,9,6,3287,243,3536
9674,9/6/2017 11:00:38 AM,What Monster is this?,TripleScreens,1.58,44,10.9545454545,10,8,6,1,2017-09-06 11:00:38,9,9,6,3287,243,3536
9673,9/6/2017 10:53:13 AM,Swirl,TripleScreens,1.35,144,4.1805555556,4,4,24,7,2017-09-06 10:53:13,9,9,6,3287,243,3536
9672,9/6/2017 10:50:55 AM,Judd,juddjjenkins,1.73,80,12.8375,11,9,10,0,2017-09-06 10:50:55,9,9,6,3287,243,3536
9671,9/6/2017 10:47:15 AM,Spooderman,Maker,1.43,63,5.7777777778,5,5,5,7,2017-09-06 10:47:15,9,9,6,3287,243,3536
9670,9/6/2017 10:36:42 AM,Symmetry,TripleScreens,1.39,117,4.3247863248,4,4,18,5,2017-09-06 10:36:42,9,9,6,3287,243,3536
9669,9/6/2017 10:11:50 AM,this one is ez,Nargoth7155,1.35,84,15.2976190476,0,12,9,5,2017-09-06 10:11:50,9,9,6,3287,243,3536
9668,9/6/2017 10:08:23 AM,Just a simple thing,Nargoth7155,1.36,73,15.4109589041,20,11,5,7,2017-09-06 10:08:23,9,9,6,3287,243,3536
9667,9/6/2017 8:04:43 AM,Init Algo 2,pchampin,1.29,73,5,5,5,5,10,2017-09-06 08:04:43,9,9,6,3287,243,3536
9666,9/6/2017 7:57:58 AM,Init Algo 1,pchampin,1.57,19,6.3684210526,5,5,0,5,2017-09-06 07:57:58,9,9,6,3287,243,3536
9665,9/6/2017 6:57:58 AM,Get the address (Version 6),drmazhar,2.83,11,21.0909090909,0,20,3,0,2017-09-06 06:57:58,9,9,6,3287,243,3536
9664,9/6/2017 6:43:29 AM,Get the address (Version 5),drmazhar,3,7,21,20,20,2,0,2017-09-06 06:43:29,9,9,6,3287,243,3536
9663,9/6/2017 6:15:56 AM,Get the address (Version 4),drmazhar,2.86,13,22.3846153846,23,20,4,0,2017-09-06 06:15:56,9,9,6,3287,243,3536
9662,9/6/2017 5:38:27 AM,Version 1.0.1 [Final],slayer,3,6,8,8,8,0,0,2017-09-06 05:38:27,9,9,6,3287,243,3536
9661,9/5/2017 9:41:46 PM,Poker card,PeleZheng,1.75,25,18.52,0,11,6,2,2017-09-05 21:41:46,9,9,5,3287,243,3535
9660,9/5/2017 5:59:31 PM,Downstairs with color,swagbone,1.3,81,5.7777777778,5,5,7,11,2017-09-05 17:59:31,9,9,5,3287,243,3535
9659,9/5/2017 5:56:30 PM,Downstairs with color,swagbone,1.32,76,5.3684210526,5,5,8,10,2017-09-05 17:56:30,9,9,5,3287,243,3535
9658,9/5/2017 4:27:11 PM,Version 1.0,slayer,3,7,7,7,7,0,0,2017-09-05 16:27:11,9,9,5,3287,243,3535
9657,9/5/2017 3:39:55 PM,Dan's Puzzle,dh915,1.83,62,8.935483871,9,8,7,5,2017-09-05 15:39:55,9,9,5,3287,243,3535
9656,9/5/2017 3:28:31 PM,Skyscrapers,markthebrit,2.29,52,7.4038461538,7,7,15,0,2017-09-05 15:28:31,9,9,5,3287,243,3535
9655,9/5/2017 1:06:37 PM,Sean meek,seanmeek2,1.3,119,24.3697478992,28,13,18,10,2017-09-05 13:06:37,9,9,5,3287,243,3535
9654,9/5/2017 12:40:42 PM,life is full of twists and turns,CarterG,1.58,33,24.5454545455,0,18,5,2,2017-09-05 12:40:42,9,9,5,3287,243,3535
9653,9/5/2017 8:18:18 AM,Outstanding stars,drmazhar,2.2,17,22.4117647059,23,20,3,0,2017-09-05 08:18:18,9,9,5,3287,243,3535
9652,9/5/2017 5:26:00 AM,Data Mining (Version 3),drmazhar,3,4,33,33,33,1,0,2017-09-05 05:26:00,9,9,5,3287,243,3535
9651,9/4/2017 11:17:36 PM,Some Cumbersome Cucumbers,axorion,3.5,6,15.8333333333,0,14,1,0,2017-09-04 23:17:36,9,9,4,3287,243,3534
9650,9/4/2017 2:22:49 PM,Reds,drmazhar,2.25,8,9,9,9,1,0,2017-09-04 14:22:49,9,9,4,3287,243,3534
9649,9/4/2017 3:42:31 AM,Embrasures,axorion,3,5,16,16,16,2,0,2017-09-04 03:42:31,9,9,4,3287,243,3534
9648,9/3/2017 5:01:18 PM,The Puzzle,greendayrocks4,1.28,135,5.0592592593,5,5,22,10,2017-09-03 17:01:18,9,9,3,3287,243,3533
9647,9/3/2017 10:51:05 AM,Memory Mangement,drmazhar,2.33,12,13.9166666667,14,13,4,0,2017-09-03 10:51:05,9,9,3,3287,243,3533
9646,9/3/2017 12:00:11 AM,Donut,almagonzalez,2.33,9,7.7777777778,7,7,0,1,2017-09-03 00:00:11,9,9,3,3287,243,3533
9645,9/2/2017 7:34:52 PM,The Beast,haroldchris,1.5,42,28.4761904762,27,17,5,5,2017-09-02 19:34:52,9,9,2,3287,243,3532
9644,9/2/2017 11:36:35 AM,Snakey,TripleScreens,1.6,58,4.2586206897,4,4,10,2,2017-09-02 11:36:35,9,9,2,3287,243,3532
9643,9/2/2017 10:44:46 AM,Stipulations,R3K3R_J1M,2.2,9,11.4444444444,11,11,1,0,2017-09-02 10:44:46,9,9,2,3287,243,3532
9642,9/1/2017 9:21:11 PM,Puzzle,ryan060203,1.64,25,29.68,34,17,3,6,2017-09-01 21:21:11,9,9,1,3287,243,3531
9641,9/1/2017 8:12:00 PM,At least i tried,daniel_313588,1.42,106,4.9811320755,4,4,9,13,2017-09-01 20:12:00,9,9,1,3287,243,3531
9640,9/1/2017 8:09:56 PM,Cross Stitch,leokaiser,2.1,19,16.7894736842,0,7,3,0,2017-09-01 20:09:56,9,9,1,3287,243,3531
9639,9/1/2017 4:30:23 PM,Jesus Saved My Life!!,therealcoffey,1.32,72,7.8472222222,8,6,8,3,2017-09-01 16:30:23,9,9,1,3287,243,3531
9637,9/1/2017 2:40:51 PM,What do I do now?,Manock,2,2,21,0,20,0,1,2017-09-01 14:40:51,9,9,1,3287,243,3531
9636,9/1/2017 2:34:26 PM,4 black squares,brandonb,1.59,53,5,5,5,6,5,2017-09-01 14:34:26,9,9,1,3287,243,3531
9635,9/1/2017 2:23:43 PM,box,dhayes3,1.5,55,7.9636363636,7,6,4,4,2017-09-01 14:23:43,9,9,1,3287,243,3531
9634,9/1/2017 2:15:00 PM,Not what meets the eye,Iruz,1.67,41,13.3902439024,13,11,4,3,2017-09-01 14:15:00,9,9,1,3287,243,3531
9633,9/1/2017 12:10:06 PM,multi-tool,spacejam,1.63,56,4,4,4,9,2,2017-09-01 12:10:06,9,9,1,3287,243,3531
9632,9/1/2017 11:16:34 AM,computerscienceprinciplespuzzle,bennettlasater,1.82,33,7.8787878788,8,7,4,2,2017-09-01 11:16:34,9,9,1,3287,243,3531
9631,9/1/2017 10:55:01 AM,zig zag,connor_culp89,1.59,153,9.9869281046,10,9,17,1,2017-09-01 10:55:01,9,9,1,3287,243,3531
9630,9/1/2017 10:51:59 AM,titler,s4233010,1.77,39,26.3846153846,23,12,7,3,2017-09-01 10:51:59,9,9,1,3287,243,3531
9629,9/1/2017 10:47:05 AM,grid,Sparnell20,1.64,30,8.2333333333,7,7,4,2,2017-09-01 10:47:05,9,9,1,3287,243,3531
9628,9/1/2017 10:43:20 AM,easy,connorhayes,1.54,41,27.6829268293,21,20,3,4,2017-09-01 10:43:20,9,9,1,3287,243,3531
9627,9/1/2017 10:29:20 AM,skip,s4233010,1.69,38,5,5,5,10,1,2017-09-01 10:29:20,9,9,1,3287,243,3531
9626,9/1/2017 10:12:39 AM,Notre Dame,Equinoxed8192,2.25,14,17.9285714286,18,16,4,1,2017-09-01 10:12:39,9,9,1,3287,243,3531
9625,9/1/2017 9:47:47 AM,Spiraling,Equinoxed8192,1.53,48,13.9791666667,13,12,8,1,2017-09-01 09:47:47,9,9,1,3287,243,3531
9624,9/1/2017 8:40:23 AM,Magnum,axorion,2.33,12,9.1666666667,9,9,4,0,2017-09-01 08:40:23,9,9,1,3287,243,3531
9623,9/1/2017 2:09:09 AM,Colour changer,Rosie2711,1.53,57,5,5,5,9,2,2017-09-01 02:09:09,9,9,1,3287,243,3531
9622,8/31/2017 7:13:34 PM,pool,connorhayes,1.35,90,4.1555555556,4,4,8,8,2017-08-31 19:13:34,9,8,31,3287,212,3530
9621,8/31/2017 12:13:30 PM,Aidans Puzzle,aidanchrist,1.57,42,14.0952380952,5,5,9,2,2017-08-31 12:13:30,9,8,31,3287,212,3530
9620,8/31/2017 12:13:25 PM,Gridlock,TheAldrenStaff,2.17,35,8,8,8,10,0,2017-08-31 12:13:25,9,8,31,3287,212,3530
9619,8/30/2017 10:38:07 PM,reds,devnenon,1.75,37,8.4054054054,8,5,8,1,2017-08-30 22:38:07,9,8,30,3287,212,3529
9618,8/30/2017 7:29:57 PM,Get The address (Version 3),drmazhar,3,5,23.8,25,19,1,0,2017-08-30 19:29:57,9,8,30,3287,212,3529
9617,8/30/2017 4:31:36 PM,Do it.,AnnoyingEngine,1.33,88,6.1818181818,6,6,12,4,2017-08-30 16:31:36,9,8,30,3287,212,3529
9614,8/30/2017 3:31:29 PM,Hard? I think?,David_Reeder,2.08,18,16.8888888889,0,13,6,1,2017-08-30 15:31:29,9,8,30,3287,212,3529
9613,8/30/2017 2:43:59 PM,Criss Cross,NInjawolf772,2,22,10.8636363636,9,9,5,0,2017-08-30 14:43:59,9,8,30,3287,212,3529
9612,8/30/2017 2:19:34 PM,The Spiral,NInjawolf772,1.21,109,4,4,4,13,8,2017-08-30 14:19:34,9,8,30,3287,212,3529
9611,8/30/2017 11:15:24 AM,Rad puzzle,greendayrocks4,1.53,58,7.1034482759,8,6,7,4,2017-08-30 11:15:24,9,8,30,3287,212,3529
9610,8/30/2017 11:01:20 AM,sideways boot,s4233010,1.79,56,15.0535714286,12,12,6,3,2017-08-30 11:01:20,9,8,30,3287,212,3529
