puzzleid,functions,function_lengths,paint
9641,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
9640,5,"['-sublen7', '-sublen5', '-sublen5', '-sublen10', '-sublen10']",[1]
9639,2,"['-sublen5', '-sublen3']",[1]
9637,4,"['-sublen10', '-sublen4', '-sublen4', '-sublen4']",[0]
9636,2,"['-sublen2', '-sublen3']",[0]
9635,2,"['-sublen10', '-sublen10']",[0]
9634,2,"['-sublen8', '-sublen10']",[0]
9633,1,['-sublen4'],[1]
9632,2,"['-sublen4', '-sublen4']",[0]
9631,2,"['-sublen10', '-sublen10']",[0]
9630,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
9629,2,"['-sublen10', '-sublen10']",[1]
9628,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
9627,1,['-sublen5'],[0]
9626,4,"['-sublen4', '-sublen9', '-sublen3', '-sublen4']",[0]
9625,5,"['-sublen9', '-sublen2', '-sublen2', '-sublen2', '-sublen2']",[0]
9624,1,['-sublen10'],[0]
9623,1,['-sublen5'],[1]
9622,1,['-sublen10'],[0]
9621,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
9620,2,"['-sublen5', '-sublen3']",[1]
9619,3,"['-sublen5', '-sublen3', '-sublen3']",[0]
9618,4,"['-sublen8', '-sublen6', '-sublen7', '-sublen4']",[1]
9617,5,"['-sublen2', '-sublen2', '-sublen2', '-sublen2', '-sublen2']",[0]
9614,5,"['-sublen3', '-sublen6', '-sublen5', '-sublen5', '-sublen3']",[1]
9613,3,"['-sublen8', '-sublen2', '-sublen4']",[1]
9612,1,['-sublen4'],[0]
9611,1,['-sublen10'],[1]
9610,4,"['-sublen6', '-sublen5', '-sublen5', '-sublen5']",[0]
9609,4,"['-sublen8', '-sublen6', '-sublen4', '-sublen4']",[1]
9608,2,"['-sublen6', '-sublen4']",[0]
9607,2,"['-sublen4', '-sublen5']",[1]
9606,4,"['-sublen4', '-sublen6', '-sublen7', '-sublen4']",[1]
9605,1,['-sublen5'],[1]
9601,3,"['-sublen3', '-sublen5', '-sublen5']",[0]
9600,1,['-sublen4'],[0]
9591,5,"['-sublen6', '-sublen4', '-sublen6', '-sublen4', '-sublen3']",[1]
9590,4,"['-sublen5', '-sublen4', '-sublen4', '-sublen3']",[0]
9589,3,"['-sublen5', '-sublen4', '-sublen4']",[1]
9588,1,['-sublen10'],[1]
9587,3,"['-sublen3', '-sublen5', '-sublen5']",[0]
9586,1,['-sublen5'],[1]
9585,1,['-sublen9'],[0]
9584,4,"['-sublen7', '-sublen8', '-sublen3', '-sublen3']",[1]
9583,3,"['-sublen5', '-sublen4', '-sublen4']",[0]
9582,2,"['-sublen3', '-sublen4']",[0]
9581,2,"['-sublen7', '-sublen3']",[1]
9580,5,"['-sublen10', '-sublen4', '-sublen7', '-sublen3', '-sublen3']",[1]
9579,5,"['-sublen3', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[1]
9578,5,"['-sublen3', '-sublen6', '-sublen6', '-sublen6', '-sublen6']",[1]
9577,1,['-sublen4'],[0]
9576,1,['-sublen6'],[0]
9575,1,['-sublen6'],[0]
9574,3,"['-sublen6', '-sublen5', '-sublen10']",[0]
9573,2,"['-sublen5', '-sublen5']",[1]
9572,2,"['-sublen10', '-sublen5']",[1]
9571,4,"['-sublen4', '-sublen6', '-sublen7', '-sublen8']",[1]
9570,4,"['-sublen4', '-sublen6', '-sublen7', '-sublen6']",[1]
9569,2,"['-sublen6', '-sublen6']",[0]
9568,2,"['-sublen4', '-sublen8']",[0]
9567,3,"['-sublen8', '-sublen5', '-sublen10']",[0]
9566,3,"['-sublen7', '-sublen2', '-sublen2']",[1]
9565,5,"['-sublen7', '-sublen9', '-sublen7', '-sublen9', '-sublen6']",[0]
9564,2,"['-sublen10', '-sublen10']",[0]
9563,2,"['-sublen10', '-sublen10']",[1]
9562,4,"['-sublen9', '-sublen3', '-sublen8', '-sublen3']",[1]
9561,1,['-sublen10'],[0]
9560,1,['-sublen6'],[0]
9559,3,"['-sublen2', '-sublen10', '-sublen2']",[1]
9558,1,['-sublen5'],[0]
9557,4,"['-sublen5', '-sublen10', '-sublen10', '-sublen5']",[1]
9556,3,"['-sublen9', '-sublen7', '-sublen6']",[0]
9555,3,"['-sublen10', '-sublen7', '-sublen2']",[1]
9554,3,"['-sublen10', '-sublen10', '-sublen2']",[1]
9553,5,"['-sublen10', '-sublen5', '-sublen5', '-sublen3', '-sublen3']",[1]
9552,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
9551,3,"['-sublen7', '-sublen7', '-sublen4']",[0]
9550,3,"['-sublen10', '-sublen10', '-sublen3']",[1]
9549,5,"['-sublen7', '-sublen4', '-sublen3', '-sublen6', '-sublen7']",[1]
9548,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
9547,1,['-sublen6'],[0]
9546,2,"['-sublen8', '-sublen8']",[0]
9545,3,"['-sublen5', '-sublen5', '-sublen10']",[1]
9544,1,['-sublen10'],[1]
9543,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
9542,3,"['-sublen3', '-sublen10', '-sublen7']",[1]
9541,3,"['-sublen3', '-sublen10', '-sublen10']",[1]
9540,2,"['-sublen2', '-sublen4']",[0]
9539,1,['-sublen7'],[1]
9538,3,"['-sublen3', '-sublen5', '-sublen2']",[0]
9537,3,"['-sublen2', '-sublen6', '-sublen6']",[0]
9536,4,"['-sublen8', '-sublen5', '-sublen5', '-sublen8']",[0]
9535,3,"['-sublen7', '-sublen5', '-sublen3']",[0]
9534,3,"['-sublen4', '-sublen4', '-sublen4']",[0]
9533,5,"['-sublen4', '-sublen6', '-sublen6', '-sublen2', '-sublen2']",[0]
9532,3,"['-sublen5', '-sublen5', '-sublen3']",[0]
9531,5,"['-sublen5', '-sublen5', '-sublen4', '-sublen2', '-sublen4']",[0]
9530,4,"['-sublen2', '-sublen5', '-sublen3', '-sublen2']",[0]
9529,3,"['-sublen4', '-sublen5', '-sublen5']",[1]
9528,4,"['-sublen9', '-sublen6', '-sublen3', '-sublen8']",[0]
9527,3,"['-sublen4', '-sublen5', '-sublen10']",[0]
9526,5,"['-sublen4', '-sublen5', '-sublen5', '-sublen3', '-sublen3']",[1]
9525,3,"['-sublen9', '-sublen4', '-sublen7']",[0]
9524,5,"['-sublen4', '-sublen4', '-sublen5', '-sublen3', '-sublen3']",[1]
9523,4,"['-sublen8', '-sublen3', '-sublen5', '-sublen2']",[1]
9522,4,"['-sublen6', '-sublen6', '-sublen2', '-sublen3']",[0]
9521,5,"['-sublen5', '-sublen4', '-sublen6', '-sublen2', '-sublen3']",[0]
9520,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
9519,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
9518,4,"['-sublen7', '-sublen4', '-sublen4', '-sublen2']",[1]
9517,3,"['-sublen7', '-sublen3', '-sublen3']",[0]
9516,4,"['-sublen10', '-sublen5', '-sublen4', '-sublen4']",[1]
9515,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[1]
9514,3,"['-sublen2', '-sublen2', '-sublen2']",[0]
9513,2,"['-sublen5', '-sublen2']",[0]
9512,5,"['-sublen10', '-sublen4', '-sublen2', '-sublen2', '-sublen2']",[1]
9511,1,['-sublen6'],[0]
9510,1,['-sublen6'],[0]
9509,5,"['-sublen3', '-sublen7', '-sublen3', '-sublen3', '-sublen3']",[0]
9508,2,"['-sublen4', '-sublen7']",[0]
9507,2,"['-sublen5', '-sublen5']",[0]
9506,2,"['-sublen4', '-sublen10']",[0]
9505,4,"['-sublen6', '-sublen3', '-sublen9', '-sublen4']",[0]
9504,3,"['-sublen7', '-sublen3', '-sublen4']",[1]
9503,1,['-sublen6'],[1]
9502,5,"['-sublen10', '-sublen4', '-sublen4', '-sublen3', '-sublen4']",[0]
9501,3,"['-sublen3', '-sublen6', '-sublen6']",[1]
9500,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen5']",[0]
9499,5,"['-sublen7', '-sublen4', '-sublen4', '-sublen3', '-sublen3']",[0]
9498,4,"['-sublen10', '-sublen10', '-sublen3', '-sublen7']",[0]
9497,3,"['-sublen7', '-sublen4', '-sublen4']",[0]
9496,2,"['-sublen10', '-sublen5']",[1]
9495,4,"['-sublen8', '-sublen7', '-sublen2', '-sublen4']",[0]
9494,1,['-sublen10'],[0]
9493,1,['-sublen10'],[1]
9492,3,"['-sublen10', '-sublen10', '-sublen10']",[0]
9491,1,['-sublen10'],[0]
9490,4,"['-sublen5', '-sublen5', '-sublen5', '-sublen5']",[1]
9489,1,['-sublen4'],[1]
9488,4,"['-sublen3', '-sublen2', '-sublen3', '-sublen2']",[0]
9487,4,"['-sublen3', '-sublen3', '-sublen3', '-sublen3']",[0]
9486,3,"['-sublen4', '-sublen3', '-sublen3']",[0]
9485,2,"['-sublen2', '-sublen3']",[0]
9484,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[1]
9483,5,"['-sublen3', '-sublen10', '-sublen10', '-sublen3', '-sublen5']",[1]
9482,2,"['-sublen2', '-sublen4']",[0]
9481,5,"['-sublen5', '-sublen3', '-sublen3', '-sublen3', '-sublen3']",[0]
9480,4,"['-sublen2', '-sublen3', '-sublen3', '-sublen3']",[0]
9479,3,"['-sublen10', '-sublen3', '-sublen3']",[0]
9478,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen5', '-sublen3']",[0]
9477,4,"['-sublen10', '-sublen5', '-sublen5', '-sublen5']",[1]
9476,3,"['-sublen5', '-sublen9', '-sublen4']",[0]
9475,3,"['-sublen5', '-sublen4', '-sublen4']",[1]
9474,5,"['-sublen4', '-sublen7', '-sublen7', '-sublen7', '-sublen2']",[1]
9473,2,"['-sublen4', '-sublen2']",[1]
9472,2,"['-sublen7', '-sublen7']",[0]
9471,2,"['-sublen8', '-sublen3']",[1]
9470,2,"['-sublen8', '-sublen3']",[1]
9469,2,"['-sublen7', '-sublen3']",[1]
9468,4,"['-sublen4', '-sublen3', '-sublen3', '-sublen3']",[0]
9467,1,['-sublen10'],[0]
9466,4,"['-sublen7', '-sublen7', '-sublen5', '-sublen5']",[1]
9465,4,"['-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
9464,4,"['-sublen5', '-sublen5', '-sublen5', '-sublen5']",[1]
9463,4,"['-sublen3', '-sublen5', '-sublen5', '-sublen3']",[0]
9462,2,"['-sublen7', '-sublen2']",[0]
9461,5,"['-sublen10', '-sublen6', '-sublen6', '-sublen6', '-sublen2']",[0]
9460,1,['-sublen9'],[0]
9459,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
9458,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[1]
9457,5,"['-sublen9', '-sublen8', '-sublen2', '-sublen2', '-sublen9']",[1]
9456,5,"['-sublen8', '-sublen8', '-sublen4', '-sublen6', '-sublen7']",[0]
9455,2,"['-sublen2', '-sublen4']",[0]
9454,2,"['-sublen8', '-sublen8']",[1]
9453,1,['-sublen7'],[1]
9452,5,"['-sublen4', '-sublen6', '-sublen3', '-sublen3', '-sublen2']",[0]
9451,5,"['-sublen5', '-sublen8', '-sublen8', '-sublen5', '-sublen5']",[0]
9450,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[1]
9449,3,"['-sublen5', '-sublen5', '-sublen5']",[0]
9448,5,"['-sublen5', '-sublen3', '-sublen3', '-sublen5', '-sublen5']",[0]
9447,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
9446,3,"['-sublen2', '-sublen3', '-sublen3']",[0]
9445,4,"['-sublen4', '-sublen4', '-sublen4', '-sublen3']",[1]
9444,3,"['-sublen5', '-sublen4', '-sublen2']",[0]
9443,1,['-sublen10'],[0]
9441,3,"['-sublen3', '-sublen4', '-sublen5']",[0]
9440,4,"['-sublen8', '-sublen5', '-sublen2', '-sublen4']",[1]
9439,5,"['-sublen10', '-sublen4', '-sublen3', '-sublen4', '-sublen3']",[0]
9438,1,['-sublen7'],[0]
9437,1,['-sublen8'],[0]
9436,2,"['-sublen5', '-sublen5']",[0]
9435,2,"['-sublen7', '-sublen2']",[1]
9434,2,"['-sublen4', '-sublen2']",[0]
9432,3,"['-sublen4', '-sublen3', '-sublen3']",[1]
9431,1,['-sublen6'],[0]
9423,5,"['-sublen8', '-sublen3', '-sublen2', '-sublen7', '-sublen2']",[0]
9422,1,['-sublen5'],[1]
9421,5,"['-sublen6', '-sublen7', '-sublen2', '-sublen3', '-sublen2']",[0]
9420,5,"['-sublen5', '-sublen5', '-sublen4', '-sublen4', '-sublen4']",[0]
9419,3,"['-sublen10', '-sublen5', '-sublen5']",[0]
9418,3,"['-sublen3', '-sublen4', '-sublen4']",[1]
9417,5,"['-sublen5', '-sublen4', '-sublen4', '-sublen3', '-sublen3']",[0]
9416,2,"['-sublen3', '-sublen4']",[0]
9415,4,"['-sublen6', '-sublen10', '-sublen4', '-sublen6']",[1]
9413,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
9412,4,"['-sublen5', '-sublen5', '-sublen7', '-sublen3']",[0]
9411,5,"['-sublen5', '-sublen10', '-sublen9', '-sublen8', '-sublen7']",[0]
9410,3,"['-sublen8', '-sublen5', '-sublen5']",[0]
9409,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen5', '-sublen5']",[0]
9408,5,"['-sublen2', '-sublen4', '-sublen4', '-sublen4', '-sublen2']",[0]
9407,4,"['-sublen10', '-sublen10', '-sublen4', '-sublen4']",[0]
9406,5,"['-sublen5', '-sublen5', '-sublen4', '-sublen4', '-sublen4']",[1]
9405,5,"['-sublen10', '-sublen5', '-sublen5', '-sublen3', '-sublen3']",[0]
9404,3,"['-sublen8', '-sublen3', '-sublen2']",[0]
9403,4,"['-sublen5', '-sublen3', '-sublen2', '-sublen2']",[0]
9402,2,"['-sublen2', '-sublen3']",[0]
9401,1,['-sublen4'],[0]
9400,3,"['-sublen6', '-sublen4', '-sublen2']",[0]
9396,5,"['-sublen1', '-sublen3', '-sublen3', '-sublen3', '-sublen2']",[1]
9395,4,"['-sublen4', '-sublen8', '-sublen3', '-sublen5']",[1]
9394,1,['-sublen5'],[0]
9393,3,"['-sublen5', '-sublen5', '-sublen3']",[0]
9392,3,"['-sublen5', '-sublen5', '-sublen4']",[1]
9391,1,['-sublen8'],[0]
9390,2,"['-sublen7', '-sublen3']",[0]
9389,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
9388,5,"['-sublen4', '-sublen6', '-sublen10', '-sublen3', '-sublen3']",[1]
9387,5,"['-sublen5', '-sublen5', '-sublen10', '-sublen5', '-sublen5']",[1]
9386,5,"['-sublen5', '-sublen4', '-sublen4', '-sublen6', '-sublen5']",[0]
9385,4,"['-sublen5', '-sublen7', '-sublen5', '-sublen5']",[0]
9384,4,"['-sublen4', '-sublen8', '-sublen3', '-sublen4']",[1]
9383,5,"['-sublen5', '-sublen10', '-sublen5', '-sublen5', '-sublen5']",[1]
9382,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
9381,5,"['-sublen5', '-sublen8', '-sublen9', '-sublen2', '-sublen2']",[0]
9380,3,"['-sublen4', '-sublen3', '-sublen2']",[0]
9379,4,"['-sublen4', '-sublen4', '-sublen4', '-sublen4']",[1]
9378,5,"['-sublen5', '-sublen5', '-sublen8', '-sublen2', '-sublen2']",[0]
9377,3,"['-sublen8', '-sublen8', '-sublen5']",[1]
9376,4,"['-sublen4', '-sublen7', '-sublen4', '-sublen4']",[1]
9375,2,"['-sublen8', '-sublen5']",[1]
9374,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen5', '-sublen5']",[1]
9373,4,"['-sublen4', '-sublen7', '-sublen4', '-sublen4']",[1]
9372,1,['-sublen5'],[1]
9371,5,"['-sublen9', '-sublen7', '-sublen2', '-sublen6', '-sublen2']",[0]
9370,5,"['-sublen3', '-sublen9', '-sublen4', '-sublen5', '-sublen4']",[0]
9369,1,['-sublen8'],[0]
9368,2,"['-sublen2', '-sublen6']",[0]
9367,3,"['-sublen9', '-sublen5', '-sublen5']",[0]
9366,5,"['-sublen4', '-sublen8', '-sublen9', '-sublen3', '-sublen3']",[0]
9365,2,"['-sublen6', '-sublen5']",[1]
9364,5,"['-sublen5', '-sublen10', '-sublen10', '-sublen5', '-sublen5']",[1]
9363,5,"['-sublen10', '-sublen4', '-sublen3', '-sublen9', '-sublen2']",[1]
9362,4,"['-sublen4', '-sublen6', '-sublen2', '-sublen2']",[1]
9361,5,"['-sublen10', '-sublen5', '-sublen4', '-sublen4', '-sublen3']",[0]
9360,4,"['-sublen3', '-sublen7', '-sublen9', '-sublen3']",[1]
9359,5,"['-sublen6', '-sublen2', '-sublen4', '-sublen5', '-sublen3']",[0]
9358,5,"['-sublen4', '-sublen2', '-sublen6', '-sublen6', '-sublen3']",[0]
9357,3,"['-sublen5', '-sublen10', '-sublen5']",[1]
9356,5,"['-sublen7', '-sublen4', '-sublen4', '-sublen3', '-sublen3']",[0]
9355,5,"['-sublen3', '-sublen5', '-sublen4', '-sublen4', '-sublen3']",[0]
9354,3,"['-sublen6', '-sublen6', '-sublen4']",[0]
9353,2,"['-sublen9', '-sublen5']",[0]
9350,5,"['-sublen9', '-sublen4', '-sublen6', '-sublen6', '-sublen2']",[0]
9349,3,"['-sublen3', '-sublen7', '-sublen3']",[1]
9348,4,"['-sublen5', '-sublen10', '-sublen10', '-sublen5']",[1]
9347,3,"['-sublen2', '-sublen7', '-sublen3']",[0]
9346,4,"['-sublen5', '-sublen8', '-sublen5', '-sublen3']",[0]
9345,3,"['-sublen5', '-sublen2', '-sublen5']",[0]
9344,3,"['-sublen3', '-sublen7', '-sublen3']",[1]
9341,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
9340,5,"['-sublen2', '-sublen6', '-sublen9', '-sublen2', '-sublen5']",[0]
9339,4,"['-sublen3', '-sublen7', '-sublen3', '-sublen4']",[1]
9338,2,"['-sublen6', '-sublen3']",[1]
9334,2,"['-sublen3', '-sublen7']",[0]
9333,2,"['-sublen10', '-sublen8']",[0]
9332,1,['-sublen5'],[0]
9331,5,"['-sublen2', '-sublen8', '-sublen5', '-sublen4', '-sublen7']",[0]
9330,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
9329,1,['-sublen4'],[0]
9328,3,"['-sublen5', '-sublen10', '-sublen5']",[1]
9327,5,"['-sublen5', '-sublen5', '-sublen4', '-sublen4', '-sublen5']",[0]
9326,3,"['-sublen5', '-sublen6', '-sublen5']",[0]
9325,5,"['-sublen9', '-sublen4', '-sublen4', '-sublen4', '-sublen4']",[1]
9324,3,"['-sublen2', '-sublen7', '-sublen6']",[0]
9323,3,"['-sublen10', '-sublen10', '-sublen5']",[1]
9322,2,"['-sublen3', '-sublen4']",[0]
9321,2,"['-sublen3', '-sublen5']",[0]
9320,1,['-sublen10'],[1]
9319,2,"['-sublen5', '-sublen4']",[0]
9318,2,"['-sublen4', '-sublen4']",[1]
9317,3,"['-sublen10', '-sublen10', '-sublen5']",[1]
9316,3,"['-sublen4', '-sublen10', '-sublen5']",[0]
9315,3,"['-sublen3', '-sublen4', '-sublen4']",[0]
9314,5,"['-sublen4', '-sublen7', '-sublen7', '-sublen7', '-sublen2']",[0]
9313,2,"['-sublen10', '-sublen5']",[1]
9312,5,"['-sublen10', '-sublen3', '-sublen3', '-sublen3', '-sublen4']",[1]
9311,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
9310,5,"['-sublen10', '-sublen5', '-sublen5', '-sublen2', '-sublen2']",[1]
9309,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
9308,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[1]
9307,2,"['-sublen5', '-sublen6']",[0]
9306,5,"['-sublen4', '-sublen2', '-sublen5', '-sublen2', '-sublen4']",[1]
9305,4,"['-sublen8', '-sublen5', '-sublen5', '-sublen5']",[1]
9304,3,"['-sublen5', '-sublen5', '-sublen10']",[1]
9303,1,['-sublen7'],[0]
9302,2,"['-sublen4', '-sublen3']",[0]
9301,2,"['-sublen7', '-sublen3']",[0]
9300,3,"['-sublen1', '-sublen2', '-sublen10']",[1]
9299,5,"['-sublen6', '-sublen7', '-sublen4', '-sublen7', '-sublen2']",[0]
9298,4,"['-sublen4', '-sublen4', '-sublen3', '-sublen2']",[1]
9297,5,"['-sublen10', '-sublen3', '-sublen3', '-sublen2', '-sublen9']",[0]
9296,2,"['-sublen6', '-sublen4']",[1]
9295,3,"['-sublen6', '-sublen4', '-sublen3']",[0]
9294,2,"['-sublen2', '-sublen6']",[0]
9293,1,['-sublen6'],[1]
9292,5,"['-sublen7', '-sublen5', '-sublen4', '-sublen7', '-sublen7']",[0]
9291,3,"['-sublen9', '-sublen4', '-sublen3']",[0]
9290,3,"['-sublen4', '-sublen2', '-sublen2']",[0]
9289,5,"['-sublen9', '-sublen6', '-sublen4', '-sublen5', '-sublen3']",[0]
9288,3,"['-sublen5', '-sublen5', '-sublen5']",[0]
9287,5,"['-sublen9', '-sublen6', '-sublen5', '-sublen3', '-sublen4']",[0]
9286,5,"['-sublen8', '-sublen6', '-sublen2', '-sublen6', '-sublen2']",[0]
9285,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
9284,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
9283,2,"['-sublen10', '-sublen10']",[0]
9282,1,['-sublen10'],[1]
9281,2,"['-sublen9', '-sublen3']",[0]
9280,3,"['-sublen10', '-sublen10', '-sublen10']",[0]
9279,2,"['-sublen10', '-sublen10']",[0]
9278,1,['-sublen10'],[1]
9277,1,['-sublen10'],[1]
9276,2,"['-sublen4', '-sublen4']",[0]
9275,2,"['-sublen4', '-sublen6']",[0]
9274,3,"['-sublen8', '-sublen3', '-sublen6']",[0]
9273,4,"['-sublen9', '-sublen3', '-sublen4', '-sublen2']",[0]
9272,4,"['-sublen8', '-sublen4', '-sublen2', '-sublen5']",[0]
9271,2,"['-sublen3', '-sublen6']",[0]
9270,2,"['-sublen5', '-sublen9']",[0]
9269,5,"['-sublen8', '-sublen4', '-sublen2', '-sublen3', '-sublen2']",[0]
9268,2,"['-sublen7', '-sublen4']",[0]
9267,1,['-sublen10'],[0]
9266,1,['-sublen6'],[1]
9265,2,"['-sublen5', '-sublen5']",[1]
9264,5,"['-sublen5', '-sublen6', '-sublen4', '-sublen3', '-sublen2']",[1]
9263,3,"['-sublen6', '-sublen9', '-sublen3']",[0]
9262,1,['-sublen10'],[0]
9261,5,"['-sublen5', '-sublen4', '-sublen3', '-sublen2', '-sublen1']",[1]
9260,1,['-sublen10'],[1]
9259,2,"['-sublen2', '-sublen7']",[0]
9258,2,"['-sublen10', '-sublen10']",[0]
9257,2,"['-sublen10', '-sublen10']",[0]
9256,3,"['-sublen6', '-sublen2', '-sublen4']",[0]
9255,5,"['-sublen2', '-sublen6', '-sublen2', '-sublen6', '-sublen2']",[0]
9254,1,['-sublen10'],[0]
9253,3,"['-sublen10', '-sublen10', '-sublen2']",[0]
9252,2,"['-sublen4', '-sublen7']",[1]
9251,5,"['-sublen2', '-sublen2', '-sublen2', '-sublen2', '-sublen3']",[1]
9250,5,"['-sublen2', '-sublen2', '-sublen2', '-sublen1', '-sublen1']",[1]
9249,5,"['-sublen3', '-sublen9', '-sublen7', '-sublen6', '-sublen4']",[0]
9248,5,"['-sublen9', '-sublen8', '-sublen4', '-sublen5', '-sublen4']",[0]
9247,3,"['-sublen6', '-sublen5', '-sublen3']",[1]
9246,3,"['-sublen10', '-sublen5', '-sublen5']",[1]
9245,3,"['-sublen2', '-sublen2', '-sublen2']",[1]
9244,5,"['-sublen2', '-sublen7', '-sublen7', '-sublen7', '-sublen7']",[0]
9243,3,"['-sublen2', '-sublen5', '-sublen8']",[0]
9242,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
9241,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
9240,4,"['-sublen2', '-sublen3', '-sublen2', '-sublen2']",[1]
9239,5,"['-sublen3', '-sublen2', '-sublen2', '-sublen2', '-sublen2']",[1]
9238,4,"['-sublen8', '-sublen6', '-sublen5', '-sublen3']",[1]
9237,1,['-sublen10'],[1]
9236,5,"['-sublen2', '-sublen2', '-sublen2', '-sublen1', '-sublen2']",[1]
9235,5,"['-sublen2', '-sublen3', '-sublen1', '-sublen1', '-sublen2']",[1]
9234,4,"['-sublen2', '-sublen7', '-sublen5', '-sublen4']",[0]
9233,1,['-sublen10'],[1]
9232,5,"['-sublen8', '-sublen8', '-sublen3', '-sublen5', '-sublen3']",[0]
9231,4,"['-sublen9', '-sublen2', '-sublen2', '-sublen2']",[0]
9230,1,['-sublen4'],[1]
9229,1,['-sublen6'],[1]
9228,1,['-sublen6'],[0]
9227,2,"['-sublen10', '-sublen10']",[0]
9226,4,"['-sublen5', '-sublen6', '-sublen3', '-sublen2']",[0]
9225,3,"['-sublen7', '-sublen5', '-sublen3']",[0]
9224,2,"['-sublen9', '-sublen5']",[0]
9223,3,"['-sublen5', '-sublen10', '-sublen5']",[1]
9222,4,"['-sublen5', '-sublen10', '-sublen5', '-sublen5']",[1]
9221,5,"['-sublen1', '-sublen2', '-sublen1', '-sublen2', '-sublen3']",[1]
9220,4,"['-sublen3', '-sublen7', '-sublen9', '-sublen3']",[1]
9219,3,"['-sublen5', '-sublen2', '-sublen3']",[0]
9218,3,"['-sublen10', '-sublen10', '-sublen3']",[1]
9217,2,"['-sublen3', '-sublen4']",[0]
9216,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
9215,1,['-sublen4'],[0]
9214,4,"['-sublen3', '-sublen8', '-sublen5', '-sublen3']",[1]
9213,1,['-sublen10'],[1]
9212,5,"['-sublen2', '-sublen1', '-sublen2', '-sublen1', '-sublen2']",[1]
9211,2,"['-sublen3', '-sublen3']",[0]
9210,3,"['-sublen9', '-sublen7', '-sublen5']",[1]
9209,3,"['-sublen6', '-sublen7', '-sublen3']",[0]
9208,1,['-sublen6'],[0]
9207,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
9206,5,"['-sublen1', '-sublen3', '-sublen1', '-sublen3', '-sublen1']",[1]
9205,5,"['-sublen2', '-sublen2', '-sublen1', '-sublen6', '-sublen10']",[1]
9204,5,"['-sublen6', '-sublen5', '-sublen2', '-sublen9', '-sublen3']",[0]
9203,4,"['-sublen1', '-sublen1', '-sublen1', '-sublen8']",[0]
9202,5,"['-sublen2', '-sublen2', '-sublen8', '-sublen2', '-sublen2']",[1]
9201,2,"['-sublen7', '-sublen4']",[0]
9200,4,"['-sublen5', '-sublen8', '-sublen4', '-sublen4']",[0]
9199,5,"['-sublen2', '-sublen9', '-sublen5', '-sublen4', '-sublen3']",[0]
9198,3,"['-sublen9', '-sublen7', '-sublen5']",[0]
9197,5,"['-sublen3', '-sublen4', '-sublen2', '-sublen4', '-sublen5']",[0]
